week_in_year,adults,small_instars,total_captures,large_instars,degree_days,avgadults,avgsmall_instars,avgtotal_captures,avglarge_instars,avgdegree_days,temperature,humidity,cum_degree_days,avgcum_degree_days
2022-27,317.4754578754579,957.6190476190477,1356.8278388278388,81.73333333333333,12496.70033569338,2.3173391085799846,6.989920055613487,9.903852838159407,0.5965936739659368,91.21679077148453,25.781254144588388,61.31038118410381,78354.40264282253,571.9299462979748
2022-28,205.95238095238096,871.2380952380953,1284.3333333333335,207.14285714285714,11068.200390625021,1.525573192239859,6.453615520282187,9.51358024691358,1.5343915343915344,81.98666956018535,23.977818447388493,62.41489738656406,88177.90292358428,653.1696512858094
2022-29,232.68964368964367,598.6696636696637,1096.14652014652,264.7872127872128,9486.499932861348,1.762800330982149,4.535376239921694,8.304140304140304,2.0059637332364604,71.86742373379809,22.393353681945086,64.53802008177009,95938.10272827178,726.8038085475135
2022-30,602.4055944055945,650.8541458541458,1555.7582417582419,302.49850149850147,10842.999841308614,4.495564137355182,4.85712049144885,11.610136132524193,2.2574515037201603,80.91790926349712,23.955310398220224,65.21907131011609,107943.00278930698,805.5447969351267
2022-31,902.8571428571429,860.7142857142858,2103.5,339.92857142857144,12973.900354003938,6.6878306878306875,6.375661375661376,15.581481481481482,2.5179894179894178,96.10296558521435,25.919684228481724,65.34565148842927,121175.70322265662,897.5978016493083
2022-32,918.8142857142857,775.1675324675325,1948.9493506493507,254.96753246753246,11635.19938964846,6.806031746031746,5.7419817219817215,14.436661856661857,1.8886483886483887,86.18666214554415,24.113318932986758,71.92400032066699,132825.90263671914,983.8955750868084
2022-33,931.198001998002,1282.7224442224442,2435.924975024975,222.0045288045288,12698.599664306663,7.001488736827083,9.644529655807851,18.315225376127632,1.669206983492698,95.47819296471175,26.311052517743555,64.15979830528703,143240.20196533244,1076.9939997393417
2022-34,1690.685114885115,2528.681451881452,4491.070695970696,271.70412920412923,12105.099822998065,12.523593443593443,18.730973717640385,33.267190340523676,2.012623179289846,89.66740609628197,25.41492533715736,66.77942092886538,157340.00195922895,1165.4814959942885
2022-35,1176.4633699633698,3372.5784411666764,4982.881428375546,433.8396172454996,12046.799359130884,8.714543481210148,24.982062527160565,36.91023280278182,3.213626794411108,89.23555080837691,25.44487959353243,66.13537330981775,169168.90151367235,1253.1029741753507
2022-36,1068.862604062604,2398.3306497424146,4229.916840022723,762.7235862177039,9200.499719238303,7.976586597482121,17.897989923450854,31.566543582259122,5.691967061326148,68.66044566595748,21.6275049697164,70.94658848614073,177238.1008605962,1322.672394482061
2022-37,2184.0194805194806,2270.590909090909,5608.613852813853,1154.0034632034633,9904.500067138693,16.177922077922076,16.81919191919192,41.54528779862113,8.548173801507135,73.36666716399031,22.405155976742847,67.62047138047139,188344.20084228567,1395.1422284613752
2022-38,3719.020412920413,790.7,5581.392274392275,1071.6718614718616,10114.400067138693,27.345738330297156,5.813970588235295,41.03964907641378,7.879940157881334,74.37058872896097,23.067888051254762,65.27828839869281,199561.20118408254,1467.3617734123718
2022-39,4323.024808524809,111.8,4973.52109002109,538.6962814962815,7891.400646972678,32.50394592875796,0.8406015037593985,37.3948954136924,4.050347981175049,59.33383945092239,20.346447030542098,73.90758877713765,203221.20176391656,1527.9789606309516
2022-40,4822.854778554779,51.0,5240.086635586636,366.23185703185703,3095.5996704101763,35.72485021151688,0.37777777777777777,38.815456559901,2.7128285706063484,22.930367928964266,15.556100305063962,72.5275753875754,209101.8014221197,1548.9022327564423
2022-41,4719.859271340115,11.0,4900.339943609022,169.48067226890757,4091.900299072288,35.22283038313519,0.08208955223880597,36.569701071709126,1.2647811363351311,30.53656939606185,16.588005729840123,72.24523728758804,211599.10160522518,1579.0977731733224
2022-42,3826.340728659885,0.0,3920.6600563909774,94.31932773109243,869.100274658212,28.987429762574887,0.0,29.70197012417407,0.7145403615991851,6.584092989834939,12.398644094455927,83.19421924876471,209287.10178222714,1585.5083468350542
2023-17,361.7142857142857,0.0,361.7142857142857,0.0,2116.500042724633,2.3039126478616923,0.0,2.3039126478616923,0.0,13.480891991876645,14.023899784972226,73.39747313903365,5220.200390625062,33.24968401672014
2023-18,640.3968253968254,0.0,640.3968253968254,0.0,4109.700207519554,4.002480158730159,0.0,4.002480158730159,0.0,25.685626296997214,16.043175861494905,67.1515625,9462.600695800867,59.141254348755425
2023-19,695.7888888888889,0.0,695.7888888888889,0.0,4958.300280761744,4.376030747728861,0.0,4.376030747728861,0.0,31.18427849535688,16.678791798876016,67.05827093940302,14355.30100708019,90.28491199421502
2023-20,815.0345238095238,0.0,815.0345238095238,0.0,5414.400213623075,5.062326234841763,0.0,5.062326234841763,0.0,33.629814991447674,16.699411734906352,63.88430660092151,19919.601208496235,123.72423110867226
2023-21,1064.5084415584415,5.0,1069.5084415584415,0.0,6263.600000000026,6.6531777597402595,0.03125,6.6844277597402595,0.0,39.14750000000016,17.889888888919188,66.3575,26107.1012634279,163.16938289642437
2023-22,981.3394522144522,0.857142857142857,982.1965950715951,0.0,7959.299768066432,6.133371576340327,0.005357142857142856,6.138728719197469,0.0,49.7456235504152,19.166682305487395,60.35760033369408,33959.90103149433,212.24938144683958
2023-23,930.6247252747253,8.2,938.8247252747253,0.0,10482.500457763696,5.816404532967033,0.05125,5.867654532967033,0.0,65.5156278610231,21.768832704983076,69.26171108405482,44442.40148925803,277.76500930786267
2023-24,611.8642857142858,344.3666666666667,956.2309523809524,0.0,12254.199853515647,3.8241517857142857,2.1522916666666667,5.976443452380953,0.0,76.5887490844728,23.597078921908448,63.71292162698413,56561.50143432641,353.50938396454006
2023-25,531.7,1827.7666666666667,2398.4666666666667,39.0,16344.700402832064,3.2820987654320986,11.282510288065843,14.805349794238683,0.24074074074074073,100.89321236316088,26.26251236118764,56.20782828282829,73213.60175781278,451.93581331983194
2023-26,446.4411588411588,2308.236097236097,2856.677256077256,102.0,15424.299560546899,2.7902572427572427,14.426475607725608,17.854232850482852,0.6375,96.40187225341812,25.605527921252804,52.47257936507937,87799.40141601591,548.7462588500995
2023-27,295.8016983016983,1439.7162837162837,1990.5179820179821,255.0,14062.800610351587,1.8721626474791033,9.112128377951162,12.598215076063177,1.6139240506329113,89.00506715412398,25.193470804936126,61.79330419931686,100601.40178833039,636.7177328375342
2023-28,405.4901291690765,1052.031983805668,1938.4857721226142,480.9636591478697,13182.999816894559,2.550252384711173,6.616553357268352,12.191734415865499,3.024928673885973,82.91194853392804,24.583603093704347,59.363454627133876,113783.20160522495,715.6176201586475
2023-29,714.9622517833044,1110.6918257181414,2362.690418353576,537.0363408521304,14232.900537109403,4.4966179357440526,6.985483180617242,14.859688165745762,3.3775870493844673,89.5150977176692,24.64842885316594,63.673121602366884,128425.30214233436,807.7063027819771
2023-30,1200.857142857143,990.1333333333333,2657.9904761904763,467.0,15937.200030517604,7.64877161055505,6.306581740976646,16.929875644525325,2.9745222929936306,101.51082821985736,26.20505433896836,64.82611235190853,142715.20220947306,909.0140268119303
2023-31,1489.2960894960895,1132.9190377190378,2850.710404910405,228.4952776952777,14419.499896240264,9.485962353478277,7.216044826235909,18.15739111407901,1.455383934364826,91.84394838369596,25.22319894019077,57.31061548147535,156971.00176391646,999.8152978593405
2023-32,1729.9722230472232,1480.4911196911198,3471.8936441936444,261.43030145530145,15296.4006530762,11.018931356988682,9.42987974325554,22.113972256010474,1.6651611557662513,97.42930352277834,26.328270264868184,54.887475758494865,172175.20262451217,1096.6573415574023
2023-33,1689.0551671864173,2743.3504603504603,4846.790255915256,414.38462837837835,15641.699957275414,10.758313166792465,17.473569811149428,30.871275515383797,2.6393925374419003,99.62866214825104,26.33899906094042,56.3069381255687,187816.90258178758,1196.2860037056535
2023-34,1566.4464777277278,2476.389532389532,4739.334924209924,696.4989140926641,11740.59981079104,9.97736610017661,15.773181734965174,30.186846651018627,4.4362988158768415,74.78089051459261,23.2380363640293,61.768371384454184,199557.50239257864,1271.066894220246
2023-35,1508.4553762366263,1377.7589407589408,3590.4080362830364,704.1937192874693,8574.000000000025,9.547185925548268,8.719993295942663,22.724101495462254,4.456922273971324,54.26582278481028,19.88588587003364,67.5837762799788,209205.80243530328,1324.0873571854638
2023-36,2506.6787714600214,1030.581118881119,4550.892014467015,1013.6321241258742,8667.299755859398,15.865055515569756,6.52266530937417,28.803114015614018,6.415393190670089,54.85632756873037,20.497832379639103,60.93526471770143,217873.10219116267,1378.9436847541942
2023-37,3426.1202316202316,452.83316683316684,4625.063887963888,746.1104895104895,10521.699981689479,21.962309177052767,2.902776710469018,29.64784543566595,4.782759548144163,67.44679475441973,21.845470064251938,60.8958374958375,225613.70222168026,1446.2416809082067
2023-38,4167.776139416139,222.67662337662338,4890.707308247308,500.25454545454545,8338.599609375025,26.888878318813802,1.4366233766233767,31.552950375789084,3.2274486803519062,53.79741683467758,19.544151716171502,74.41230484569195,232298.3019592291,1498.6987223176072
2023-39,4865.7068253968255,44.0,5176.262380952381,266.55555555555554,7057.200408935571,31.595498866213152,0.2857142857142857,33.61209338280767,1.730880230880231,45.825976681399816,18.71469163035185,79.98506259253013,237087.8024108893,1539.531184486294
2023-40,4010.300350877193,19.0,4143.96701754386,114.66666666666667,6006.600225830102,26.558280469385384,0.12582781456953643,27.44349018240967,0.7593818984547461,39.77880944258346,18.052581438641834,76.38431619888573,238423.4026855475,1578.9629316923676
2023-41,2072.668538011696,8.0,2147.446315789474,66.77777777777777,987.9004211425915,15.240209838321293,0.058823529411764705,15.790046439628483,0.4910130718954248,7.263973684871997,12.608218607915905,72.70032679738563,216537.7026672369,1592.1889902002715
2023-42,574.0,0.0,586.0,12.0,59.30015258789161,15.105263157894736,0.0,15.421052631578947,0.3157894736842105,1.5605303312603054,11.255849103043278,71.83771929824562,60561.39988403336,1593.7210495798254
2024-17,186.83333333333334,0.0,186.83333333333334,0.0,852.0001831054794,2.0089605734767026,0.0,2.0089605734767026,0.0,9.161292291456768,13.162486611512948,75.25330261136713,2137.6005371094043,22.984952011929078
2024-18,386.9095238095238,0.0,386.9095238095238,0.0,1490.0997070312635,3.9887579774177713,0.0,3.9887579774177713,0.0,15.36185264980684,14.738393733817865,67.51185157911962,3732.0003356934035,38.47423026488045
2024-19,711.7157894736843,0.0,711.7157894736843,0.0,3205.400439453141,7.117157894736842,0.0,7.117157894736842,0.0,32.05400439453141,16.731699507577105,77.40646825396826,7067.400823974672,70.67400823974671
2024-20,854.2638458892329,0.0,854.2638458892329,0.0,7060.299951171892,8.458057880091415,0.0,8.458057880091415,0.0,69.90395991259298,21.724043211216802,59.433800880088015,14189.200823974688,140.4871368710365
2024-21,671.4203646370829,0.0,671.4203646370829,0.0,7477.500012207047,6.647726382545375,0.0,6.647726382545375,0.0,74.03465358620838,22.973813852288917,61.335388181675306,21666.700836181735,214.5217904572449
2024-22,295.81964285714287,30.6,326.41964285714283,0.0,5686.799475097671,2.9289073550212166,0.30297029702970296,3.2318776520509194,0.0,56.30494529799674,20.43405835662609,75.81110325318247,27353.500311279407,270.82673575524166
2024-23,334.30640756302523,227.8621848739496,562.5215336134454,0.352941176470588,7756.399914550798,3.309964431317081,2.2560612363757384,5.569520134786588,0.003494467093768198,76.7960387579287,22.93820350064576,71.3466810966811,35109.900225830206,347.6227745131703
2024-24,244.9327731092437,330.4201680672269,577.7647058823529,2.411764705882353,7718.400012207046,2.4250769614776604,3.271486812546801,5.7204426324985445,0.023878858474082703,76.41980210105986,23.38016026934683,61.750997956938555,42828.30023803725,424.0425766142302
2024-25,255.25696594427245,437.1021671826625,726.9102167182663,34.55108359133127,9735.199951171893,2.527296692517549,4.327744229531312,7.1971308585966955,0.3420899365478344,96.38811832843459,26.10507522851592,56.98731587444459,52563.500189209146,520.4306949426648
2024-26,142.3684210526316,307.1486068111455,540.8854489164087,91.36842105263158,10436.100109863293,1.409588327253778,3.041075314961837,5.355301474419888,0.9046378322042731,103.3277238600326,26.265404144119707,58.26148293400769,62999.60029907244,623.7584188026974
2024-27,167.31578947368422,263.86687306501545,569.498452012384,138.31578947368422,10078.599084472678,1.7249050461204558,2.720277041907376,5.871118061983339,1.4259359739555073,103.90308334507917,26.74824573654577,57.123490055191084,70518.09942016621,726.9907156718166
2024-28,448.0,265.0,786.0,73.0,8294.099963378922,4.571428571428571,2.704081632653061,8.020408163265307,0.7448979591836735,84.63367309570327,24.540769513689632,56.39774641458315,79306.49930419942,809.2499928999941
2024-29,547.0,227.0,895.0,121.0,9943.599859619155,5.581632653061225,2.316326530612245,9.13265306122449,1.2346938775510203,101.46530468999138,27.14237908739315,52.62407677356657,89005.99939575217,908.2244836301242
2024-30,801.787851037851,509.4615384615385,1399.2384004884004,87.98901098901099,11854.299688720715,8.01787851037851,5.094615384615385,13.992384004884006,0.8798901098901099,118.54299688720715,28.683800727844257,52.87528571428572,102523.29891967797,1025.2329891967797
2024-31,632.1010378510379,557.7692307692307,1229.8812576312575,40.01098901098901,9335.299554443374,6.321010378510379,5.577692307692308,12.298812576312576,0.4001098901098901,93.35299554443375,26.58640976145912,56.48063888888889,111858.59847412135,1118.5859847412135
2024-32,670.6861111111111,786.5025641025641,1592.741056166056,135.552380952381,8545.399792480484,6.774607182940517,7.944470344470344,16.08829349662683,1.3692159692159696,86.31716962101498,26.55307111570388,55.95827320827321,119274.09820556668,1204.7888707632997
2024-33,591.2413265306122,841.225850340136,1615.4862244897959,183.01904761904757,9052.599847412122,6.095271407532085,8.672431446805527,16.654497159688617,1.886794305351006,93.32577162280538,24.577706080230293,58.73297593014088,125978.79818115261,1298.7504967129137
2024-34,631.7755102040817,788.7142857142858,1806.7755102040817,386.2857142857143,7279.4004150390765,6.721016066000868,8.390577507598785,19.221016066000868,4.109422492401216,77.44042994722422,23.980102885408126,67.27508366338154,129280.79845581083,1375.3276431469237
2024-35,638.1523378582202,707.6367162249516,1735.3682396035338,389.579185520362,7440.699774169936,6.788854658066173,7.528050172605867,18.461364251101422,4.144459420429383,79.15638057627592,23.955895518644663,69.9467071935157,136596.1982482913,1453.1510451945883
2024-36,1002.9905192846369,597.3632837750484,2110.060331825038,509.70652876535223,6939.400067138686,10.557794939838283,6.288034566053142,22.211161387631975,5.36533188174055,73.0463164961967,22.94029246114352,72.99141186299082,144535.2983215335,1521.4241928582476
2024-37,2031.0995475113123,391.2857142857143,2954.360051712993,531.9747899159664,7193.700128173843,21.379995236961182,4.118796992481203,31.09852686013677,5.599734630694384,75.72315924393519,23.004027222240605,67.2028738512949,151620.69840087922,1596.0073515882025
2024-38,2990.6113768584355,70.42857142857143,3394.367679379444,333.327731092437,4529.1003173828285,32.15711157912296,0.7572964669738863,36.49857719762843,3.5841691515315803,48.70000341271859,18.732309575660885,65.52370285031576,153084.59876098667,1646.0709544192114
2024-39,2630.7133751402657,9.612244897959185,2804.516605523328,164.1909854851031,2648.6005432129064,27.69171973831859,0.10118152524167562,29.52122742656135,1.7283261630010855,27.880005718030596,16.038074105663245,74.04286967418547,158798.39926147496,1671.5620974892101
2024-40,3126.755292326721,4.0,3205.718928690357,74.96363636363637,3240.600317382827,32.91321360343917,0.042105263157894736,33.74440977568797,0.7890909090909091,34.111582288240285,17.276099615252782,76.90749069643806,162038.9995788578,1705.6736797774504
2024-41,2527.3142857142857,2.0,2557.714285714286,28.4,3191.799981689468,27.772684458398743,0.02197802197802198,28.10675039246468,0.3120879120879121,35.074725073510635,17.331414570720792,77.34483016983016,158548.9994262699,1742.296696991977
2024-42,775.7714285714286,0.0,781.7714285714286,6.0,1300.6996887207092,21.54920634920635,0.0,21.715873015873015,0.16666666666666666,36.13054690890859,17.172698364392396,76.18961640211641,64602.499121093904,1794.5138644748308
